山东频道,#genre#
东方卫视, http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226733/index.m3u8
东方卫视, http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226872/index.m3u8
东南卫视, http://223.110.243.162/ott.js.chinamobile.com/PLTV/3/224/3221227553/index.m3u8
东南卫视, http://223.110.245.150/ott.js.chinamobile.com/PLTV/3/224/3221227670/index.m3u8
东南卫视, http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221227670/index.m3u8
东南卫视, http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227670/index.m3u8
东南卫视, http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
东南卫视, http://39.134.39.39/PLTV/88888888/224/3221226182/index.m3u8
东南卫视, http://39.134.39.39/TVOD/88888888/224/3221226182/index.m3u8
东南卫视, http://39.134.66.110/PLTV/88888888/224/3221225863/index.m3u8
东南卫视, http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226784/index.m3u8
甘肃卫视, http://39.134.39.38/PLTV/88888888/224/3221226240/index.m3u8
甘肃卫视, http://39.134.39.39/PLTV/88888888/224/3221226240/index.m3u8
广东卫视, http://223.110.243.162/ott.js.chinamobile.com/PLTV/3/224/3221227591/index.m3u8
广东卫视, http://223.110.245.160/ott.js.chinamobile.com/PLTV/3/224/3221227476/index.m3u8
广东卫视, http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227399/index.m3u8
广东卫视, http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227445/index.m3u8
广东卫视, http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227673/index.m3u8
广东卫视, http://39.134.39.39/PLTV/88888888/224/3221226180/index.m3u8
广东卫视, http://39.134.39.39/TVOD/88888888/224/3221226180/index.m3u8
广东卫视, http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226743/index.m3u8
贵州卫视, http://39.134.39.39/TVOD/88888888/224/3221226276/index.m3u8
贵州卫视, http://39.134.66.66/PLTV/88888888/224/3221225888/index.m3u8
河北卫视, http://39.134.66.66/PLTV/88888888/224/3221225867/index.m3u8
黑龙江卫视, http://223.110.243.140/ott.js.chinamobile.com/PLTV/3/224/3221227662/index.m3u8
黑龙江卫视, http://223.110.243.142/ott.js.chinamobile.com/PLTV/3/224/3221227662/index.m3u8
黑龙江卫视, http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227252/index.m3u8
黑龙江卫视, http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227323/index.m3u8
黑龙江卫视, http://39.134.39.39/PLTV/88888888/224/3221226142/index.m3u8
黑龙江卫视, http://39.134.39.39/TVOD/88888888/224/3221226142/index.m3u8
湖北卫视, http://223.110.243.145/ott.js.chinamobile.com/PLTV/3/224/3221227703/index.m3u8
湖北卫视, http://223.110.245.157/ott.js.chinamobile.com/PLTV/3/224/3221227665/index.m3u8
湖北卫视, http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227377/index.m3u8
湖北卫视, http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227495/index.m3u8
湖北卫视, http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227665/index.m3u8
湖北卫视, http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8
湖北卫视, http://39.134.39.39/PLTV/88888888/224/3221226159/index.m3u8
湖北卫视, http://39.134.39.39/TVOD/88888888/224/3221226159/index.m3u8
湖北卫视, http://39.134.66.110/PLTV/88888888/224/3221225871/index.m3u8
湖北卫视, http://39.134.66.66/PLTV/88888888/224/3221225569/index.m3u8
湖北卫视, http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226705/index.m3u8
湖南卫视, http://223.110.245.150/ott.js.chinamobile.com/PLTV/3/224/3221227698/index.m3u8
湖南卫视, http://223.110.245.158/ott.js.chinamobile.com/PLTV/3/224/3221227191/index.m3u8
湖南卫视, http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227404/index.m3u8
湖南卫视, http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227735/index.m3u8
湖南卫视, http://39.134.39.39/PLTV/88888888/224/3221226193/index.m3u8
湖南卫视, http://39.134.39.39/TVOD/88888888/224/3221226268/index.m3u8
湖南卫视, http://39.134.66.110/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视, http://39.134.66.66/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视, http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226161/index.m3u8
湖南卫视, http://39.135.129.164/PLTV/88888888/224/3221226421/1.m3u8
湖南卫视, http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226727/index.m3u8
湖南卫视, http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226772/index.m3u8
湖南卫视, http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221225981/index.m3u8
湖南卫视, http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226144/index.m3u8
湖南卫视, http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226669/index.m3u8
吉林卫视, http://39.135.129.164/PLTV/88888888/224/3221226763/1.m3u8
江苏卫视, http://223.110.235.2/ott.js.chinamobile.com/PLTV/3/224/3221227689/index.m3u8
江苏卫视, http://223.110.243.159/ott.js.chinamobile.com/PLTV/3/224/3221227668/index.m3u8
江苏卫视, http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227255/index.m3u8
江苏卫视, http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227439/index.m3u8
江苏卫视, http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8
江苏卫视, http://39.134.66.110/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视, http://39.134.66.110/PLTV/88888888/224/3221225882/index.m3u8
江苏卫视, http://39.134.66.66/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视, http://39.135.129.162/PLTV/88888888/224/3221226638/1.m3u8
江苏卫视, http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226672/index.m3u8
江苏卫视, http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221225989/index.m3u8
江苏卫视, http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226160/index.m3u8
江苏卫视, http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226902/index.m3u8
江西卫视, http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221227738/index.m3u8
江西卫视, http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221225536/index.m3u8
江西卫视, http://39.134.39.39/PLTV/88888888/224/3221226207/index.m3u8
金鹰纪实, http://39.135.129.164/PLTV/88888888/224/3221226459/1.m3u8
金鹰纪实, http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226714/index.m3u8
辽宁卫视, http://223.110.245.158/ott.js.chinamobile.com/PLTV/3/224/3221227700/index.m3u8
辽宁卫视, http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227410/index.m3u8
辽宁卫视, http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227700/index.m3u8
辽宁卫视, http://39.134.39.39/PLTV/88888888/224/3221226209/index.m3u8
辽宁卫视, http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226731/index.m3u8
辽宁卫视, http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226049/index.m3u8
辽宁卫视, http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226156/index.m3u8
辽宁卫视, http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226689/index.m3u8
山东卫视, http://223.110.243.140/ott.js.chinamobile.com/PLTV/3/224/3221227671/index.m3u8
山东卫视, http://223.110.243.141/ott.js.chinamobile.com/PLTV/3/224/3221227671/index.m3u8
山东卫视, http://223.110.243.150/ott.js.chinamobile.com/PLTV/3/224/3221227697/index.m3u8
山东卫视, http://223.110.243.157/ott.js.chinamobile.com/PLTV/3/224/3221227671/index.m3u8
山东卫视, http://223.110.245.148/ott.js.chinamobile.com/PLTV/3/224/3221227258/index.m3u8
山东卫视, http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227310/index.m3u8
山东卫视, http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227448/index.m3u8
山东卫视, http://39.134.39.39/PLTV/88888888/224/3221226162/index.m3u8
山东卫视, http://39.134.39.39/TVOD/88888888/224/3221226162/index.m3u8
山东卫视, http://39.135.129.164/PLTV/88888888/224/3221226486/1.m3u8
山东卫视, http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226739/index.m3u8
深圳卫视, http://223.110.243.140/ott.js.chinamobile.com/PLTV/3/224/3221227624/index.m3u8
深圳卫视, http://223.110.243.141/ott.js.chinamobile.com/PLTV/3/224/3221227624/index.m3u8
深圳卫视, http://223.110.243.162/ott.js.chinamobile.com/PLTV/3/224/3221227677/index.m3u8
深圳卫视, http://223.110.245.154/ott.js.chinamobile.com/PLTV/3/224/3221227677/index.m3u8
深圳卫视, http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227217/index.m3u8
深圳卫视, http://223.110.246.70/ott.js.chinamobile.com/PLTV/4/224/3221227695/index.m3u8
深圳卫视, http://39.134.39.39/PLTV/88888888/224/3221226199/index.m3u8
深圳卫视, http://39.134.39.39/TVOD/88888888/224/3221226199/index.m3u8
深圳卫视, http://39.134.66.110/PLTV/88888888/224/3221225668/index.m3u8
深圳卫视, http://39.134.66.66/PLTV/88888888/224/3221225668/index.m3u8
深圳卫视, http://39.135.129.166/PLTV/88888888/224/3221226463/1.m3u8
深圳卫视, http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226725/index.m3u8
四川卫视, http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226728/index.m3u8
四川卫视, http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226810/index.m3u8
天津卫视, http://223.110.243.162/ott.js.chinamobile.com/PLTV/3/224/3221227633/index.m3u8
天津卫视, http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227212/index.m3u8
天津卫视, http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227756/index.m3u8
天津卫视, http://39.134.39.39/PLTV/88888888/224/3221226191/index.m3u8
天津卫视, http://39.134.39.39/TVOD/88888888/224/3221226191/index.m3u8
天津卫视, http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226742/index.m3u8
天津卫视, http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226926/index.m3u8
浙江卫视, http://223.110.245.154/ott.js.chinamobile.com/PLTV/3/224/3221227491/index.m3u8
浙江卫视, http://223.110.245.158/ott.js.chinamobile.com/PLTV/3/224/3221227393/index.m3u8
浙江卫视, http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227393/index.m3u8
浙江卫视, http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227692/index.m3u8
浙江卫视, http://223.110.246.70/ott.js.chinamobile.com/PLTV/4/224/3221227744/index.m3u8
浙江卫视, http://39.134.39.39/PLTV/88888888/224/3221226144/index.m3u8
浙江卫视, http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226700/index.m3u8
浙江卫视, http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226134/index.m3u8
浙江卫视, http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226795/index.m3u8
浙江卫视, http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226923/index.m3u8
重庆卫视, http://223.110.243.162/ott.js.chinamobile.com/PLTV/3/224/3221227729/index.m3u8
重庆卫视, http://223.110.243.164/ott.js.chinamobile.com/PLTV/3/224/3221227550/index.m3u8
重庆卫视, http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221227729/index.m3u8
重庆卫视, http://223.110.246.78/ott.js.chinamobile.com/PLTV/4/224/3221227632/index.m3u8
重庆卫视, http://39.134.39.39/TVOD/88888888/224/3221226280/index.m3u8
重庆卫视, http://39.134.66.66/PLTV/88888888/224/3221225873/index.m3u8
重庆卫视, http://39.135.129.164/PLTV/88888888/224/3221226490/1.m3u8
重庆卫视, http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226737/index.m3u8
河南卫视,http://ott.js.chinamobile.com/TVOD/3/224/3221228221/index.m3u8
河南卫视,http://223.110.242.133:6610/gitv/live1/G_HENAN-CQ/G_HENAN-CQ/
兵团卫视,http://klmysjtzb.rcsxzx.com/hls/qishi3.m3u8
广西卫视,https://live-cdn.gxxw.com/tv/gxtvlive/index.m3u8
云南卫视,https://hwapi.yunshicloud.com/8xughf/e0bx15.m3u8
陕西卫视,http://stream.snrtv.com/sxbc-star-dtJ079.m3u8
云南卫视,https://hwapi.yunshicloud.com/8xughf/e0bx15.m3u8
山西卫视,https://livehhhttps.sxrtv.com/lsdream/OVfl2Ju/i62gVsl.m3u8

NewTV广东, http://39.135.138.59:18890/PLTV/88888888/224/3221226185/index.m3u8$高清HD
NewTV广西, http://39.135.138.59:18890/PLTV/88888888/224/3221226186/index.m3u8$高清HD
NewTV吉林, http://39.135.138.59:18890/PLTV/88888888/224/3221226189/index.m3u8$高清HD
NewTV四川, http://39.135.138.59:18890/PLTV/88888888/224/3221226187/index.m3u8$高清HD
NewTV山东, http://39.135.138.59:18890/PLTV/88888888/224/3221226184/index.m3u8$高清HD
NewTV云南, http://39.135.138.59:18890/PLTV/88888888/224/3221226188/index.m3u8$高清HD
NewTV黑龙江, http://39.135.138.59:18890/PLTV/88888888/224/3221226192/index.m3u8$高清HD
NewTV爱情喜剧, http://39.135.138.59:18890/PLTV/88888888/224/3221225748/index.m3u8$高清HD
NewTV超级体育, http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225622/index.m3u8$高清HD
NewTV超级综艺, http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225620/index.m3u8$高清HD
NewTV潮妈辣婆, http://39.135.138.59:18890/PLTV/88888888/224/3221225708/index.m3u8$高清HD
NewTV古装剧场, http://39.135.138.59:18890/PLTV/88888888/224/3221225678/index.m3u8$高清HD
NewTV精品大剧, http://39.135.138.59:18890/PLTV/88888888/224/3221225714/index.m3u8$高清HD
NewTV精品纪录, http://39.135.138.59:18890/PLTV/88888888/224/3221225710/index.m3u8$高清HD
NewTV精品体育, http://39.135.138.59:18890/PLTV/88888888/224/3221225709/index.m3u8$高清HD
NewTV军事评论, http://39.135.138.59:18890/PLTV/88888888/224/3221225757/index.m3u8$高清HD
NewTV惊悚悬疑, http://39.135.138.59:18890/PLTV/88888888/224/3221225717/index.m3u8$高清HD
NewTV家庭剧场, http://39.135.138.59:18890/PLTV/88888888/224/3221225713/index.m3u8$高清HD
NewTV炫舞未来, http://39.135.138.59:18890/PLTV/88888888/224/3221225707/index.m3u8$高清HD
NewTV中国功夫, http://39.135.138.59:18890/PLTV/88888888/224/3221225660/index.m3u8$高清HD
NewTV爱情喜剧, http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227548/index.m3u8
NewTV潮妈辣婆, http://223.110.243.151/ott.js.chinamobile.com/PLTV/3/224/3221227527/index.m3u8
NewTV动作电影, http://223.110.243.162/ott.js.chinamobile.com/PLTV/3/224/3221227606/index.m3u8
NewTV古装剧场, http://223.110.243.165/ott.js.chinamobile.com/PLTV/3/224/3221227542/index.m3u8
NewTV家庭剧场, http://223.110.243.164/ott.js.chinamobile.com/PLTV/3/224/3221227600/index.m3u8
NewTV金牌综艺, http://223.110.243.157/ott.js.chinamobile.com/PLTV/3/224/3221227541/index.m3u8
NewTV惊悚悬疑, http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227536/index.m3u8
NewTV精品大剧, http://223.110.243.151/ott.js.chinamobile.com/PLTV/3/224/3221227618/index.m3u8
NewTV精品纪录, http://223.110.243.162/ott.js.chinamobile.com/PLTV/3/224/3221227547/index.m3u8
NewTV精品体育, http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227615/index.m3u8
NewTV军旅剧场, http://223.110.243.142/ott.js.chinamobile.com/PLTV/3/224/3221227603/index.m3u8
NewTV军事评论, http://223.110.243.167/ott.js.chinamobile.com/PLTV/3/224/3221227544/index.m3u8
NewTV明星大片, http://223.110.243.152/ott.js.chinamobile.com/PLTV/3/224/3221227594/index.m3u8
NewTV农业致富, http://223.110.243.158/ott.js.chinamobile.com/PLTV/3/224/3221227588/index.m3u8
NewTV武搏世界, http://223.110.243.141/ott.js.chinamobile.com/PLTV/3/224/3221227533/index.m3u8
NewTV中国功夫, http://223.110.243.165/ott.js.chinamobile.com/PLTV/3/224/3221227530/index.m3u8
MIGU TVB剧场, http://117.148.179.134/PLTV/88888888/224/3221231733/index.m3u8
MIGU4K剧场, http://117.148.179.134/PLTV/88888888/224/3221231624/index.m3u8
MIGU成龙作品集, http://117.148.179.134/PLTV/88888888/224/3221231687/index.m3u8
MIGU盗墓方法论, http://117.148.179.134/PLTV/88888888/224/3221231652/index.m3u8
MIGU高分影院, http://117.148.179.134/PLTV/88888888/224/3221231699/index.m3u8
MIGU高能烧脑时刻, http://117.148.179.134/PLTV/88888888/224/3221231504/index.m3u8
MIGU葛优作品集, http://117.148.179.134/PLTV/88888888/224/3221231754/index.m3u8
MIGU古天乐影院, http://117.148.179.134/PLTV/88888888/224/3221231645/index.m3u8
MIGU郭富城影院, http://117.148.179.134/PLTV/88888888/224/3221231688/index.m3u8
MIGU怀旧老片, http://117.148.179.134/PLTV/88888888/224/3221231513/index.m3u8
MIGU僵尸剧场, http://117.148.179.134/PLTV/88888888/224/3221231742/index.m3u8
MIGU金庸频道, http://117.148.179.134/PLTV/88888888/224/3221231477/index.m3u8
MIGU军旅剧场, http://117.148.179.134/PLTV/88888888/224/3221231585/index.m3u8
MIGU刘德华影院, http://117.148.179.134/PLTV/88888888/224/3221231757/index.m3u8
MIGU刘亦菲影视展播, http://117.148.179.134/PLTV/88888888/224/3221231787/index.m3u8
MIGU每日科幻电影, http://117.148.179.134/PLTV/88888888/224/3221231568/index.m3u8
MIGU试胆大会, http://117.148.179.134/PLTV/88888888/224/3221231672/index.m3u8
MIGU文艺娱乐, http://117.148.179.134/PLTV/88888888/224/3221231570/index.m3u8
